FIN.TRANSACTION DATE,FIN.POSTING DATE,FIN.TRANSACTION AMOUNT,MCH.MERCHANT NAME,MCH.CITY NAME,FIN.ORIGINAL CURRENCY AMOUNT,FIN.ORIGINAL ISO CURRENCY CODE SYMBOL,FIN.INET CONVERSION
26/07/17,27/07/17,16.55,FINCHLEY LIDO,LONDON N12,16.55,GBP,1.00
26/07/17,27/07/17,7.99,AMAZON PRIME,AMZN.CO.UK/PM,7.99,GBP,1.00
31/07/17,01/08/17,7.99,AMAZON.CO.UK,AMAZON.CO.UK,7.99,GBP,1.00
02/08/17,03/08/17,84.98,HIGH STREET TV (GROUP),08448000631,84.98,GBP,1.00
07/07/17,10/07/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
09/07/17,10/07/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
15/07/17,17/07/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
19/07/17,20/07/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
27/07/17,28/07/17,20.00,OYSTER BUS AUTOTOP,0343 2221234,20.00,GBP,1.00
04/07/17,05/07/17,15.55,FIVE GUYS ISLINGTON,LONDON,15.55,GBP,1.00
07/07/17,10/07/17,26.20,ASK FINCHLEY,FINCHLEY 108,26.20,GBP,1.00
14/07/17,17/07/17,2.99,CO-OP GROUP FOOD,104320,2.99,GBP,1.00
15/07/17,17/07/17,6.52,TESCO STORES 2296,COLNEY HATCH,6.52,GBP,1.00
16/07/17,17/07/17,1.00,ASDA SUPERSTORE,S'GATE CIRCUS,1.00,GBP,1.00
16/07/17,17/07/17,12.99,SPORTSDIRECT 380,08443325380,12.99,GBP,1.00
17/07/17,18/07/17,1.00,SAINSBURYS SACAT 4952,LONDON N11,1.00,GBP,1.00
20/07/17,21/07/17,9.99,ARGOS LTD,LONDON N22,9.99,GBP,1.00
20/07/17,24/07/17,81.50,PRIMARK STORES LTD,WOOD GRN N22,81.50,GBP,1.00
07/07/17,10/07/17,2.81,AMAZON UK MARKETPLACE,800-279-6620,2.81,GBP,1.00
07/07/17,10/07/17,5.80,AMAZON UK MARKETPLACE,800-279-6620,5.80,GBP,1.00
10/07/17,10/07/17,15.98,AMAZON UK MARKETPLACE,800-279-6620,15.98,GBP,1.00
13/07/17,14/07/17,11.74,AMAZON UK MARKETPLACE,800-279-6620,11.74,GBP,1.00
13/07/17,14/07/17,5.27,AMAZON UK MARKETPLACE,800-279-6620,5.27,GBP,1.00
25/07/17,25/07/17,14.98,AMAZON EU,AMAZON.CO.UK,14.98,GBP,1.00
27/07/17,28/07/17,10.79,AMAZON UK MARKETPLACE,800-279-6620,10.79,GBP,1.00
12/07/17,13/07/17,226.99,AMAZON UK MARKETPLACE,800-279-6620,226.99,GBP,1.00
12/07/17,13/07/17,49.36,AMAZON UK MARKETPLACE,800-279-6620,49.36,GBP,1.00
25/07/17,26/07/17,9.92,AMAZON UK MARKETPLACE,800-279-6620,9.92,GBP,1.00
25/07/17,26/07/17,6.48,AMAZON UK MARKETPLACE,800-279-6620,6.48,GBP,1.00
26/07/17,27/07/17,56.31,AMAZON UK MARKETPLACE,800-279-6620,56.31,GBP,1.00
03/07/17,04/07/17,100.88,SAINSBURYS TO YOU 0637,HENDON,100.88,GBP,1.00
03/07/17,04/07/17,-4.85,SAINSBURYS TO YOU 0637,HENDON,-4.85,GBP,1.00
10/07/17,11/07/17,4.19,AMAZON EU,AMAZON.CO.UK,4.19,GBP,1.00
10/07/17,11/07/17,114.20,SAINSBURYS TO YOU 0637,HENDON,114.20,GBP,1.00
11/07/17,12/07/17,38.65,TESCO STORE 2131,BRENT CROSS,38.65,GBP,1.00
17/07/17,18/07/17,88.44,SAINSBURYS TO YOU 0637,HENDON,88.44,GBP,1.00
17/07/17,18/07/17,-2.50,SAINSBURYS TO YOU 0637,HENDON,-2.50,GBP,1.00
24/07/17,25/07/17,60.86,SAINSBURYS TO YOU 0637,HENDON,60.86,GBP,1.00
31/07/17,01/08/17,47.25,SAINSBURYS TO YOU 0637,HENDON,47.25,GBP,1.00
27/07/17,28/07/17,17.99,123 REG R/T,08712309525,17.99,GBP,1.00
30/07/17,31/07/17,194.11,AMAZON EU,AMAZON.CO.UK,194.11,GBP,1.00
07/07/17,10/07/17,198.00,EB  TENANCY FRAUD FORU,801-413-7200,198.00,GBP,1.00
14/07/17,17/07/17,185.43,D H C LTD,LUTON,185.43,GBP,1.00
03/07/17,04/07/17,20.95,AMAZON UK MARKETPLACE,800-279-6620,20.95,GBP,1.00
14/07/17,17/07/17,57.00,SAINSBURYS 0124,NEW BARNET,57.00,GBP,1.00
28/07/17,31/07/17,113.25,TESCO STORES 6440,LONDON EN8,113.25,GBP,1.00
31/07/17,02/08/17,157.73,TESCO STORES 6440,LONDON EN8,157.73,GBP,1.00
04/07/17,05/07/17,23.94,AMAZON UK MARKETPLACE,800-279-6620,23.94,GBP,1.00
04/07/17,05/07/17,27.93,AMAZON UK MARKETPLACE,800-279-6620,27.93,GBP,1.00
04/07/17,05/07/17,27.93,AMAZON UK MARKETPLACE,800-279-6620,27.93,GBP,1.00
04/07/17,05/07/17,-118.00,AMZ IPHONE R US,079-32734228,-118.00,GBP,1.00
10/07/17,11/07/17,9.25,GRO HM PASSPORT OFFICE,SOUTHPORT,9.25,GBP,1.00
02/08/17,03/08/17,10.00,WWW.GOV.UK,C@HMCTS.GSI.G,10.00,GBP,1.00
13/07/17,14/07/17,31.50,COVENTRY CITY COUNCIL,COVENTRY,31.50,GBP,1.00
14/07/17,17/07/17,23.40,GRO HM PASSPORT OFFICE,SOUTHPORT,23.40,GBP,1.00
14/07/17,20/07/17,-23.40,GRO HM PASSPORT OFFICE,SOUTHPORT,-23.40,GBP,1.00
24/07/17,25/07/17,30.00,NUNEATON REGISTER OFFI,NUNEATON,30.00,GBP,1.00
31/07/17,01/08/17,46.80,GRO HM PASSPORT OFFICE,SOUTHPORT,46.80,GBP,1.00
31/07/17,02/08/17,-46.80,GRO HM PASSPORT OFFICE,SOUTHPORT,-46.80,GBP,1.00
01/08/17,02/08/17,53.25,GRO HM PASSPORT OFFICE,SOUTHPORT,53.25,GBP,1.00
04/08/17,07/08/17,18.03,H&M,WOOD GREEN,18.03,GBP,1.00
04/08/17,07/08/17,39.80,PRIMARK STORES LTD,WOOD GRN N22,39.80,GBP,1.00
04/08/17,07/08/17,9.27,MCDONALDS,LONDON  N22,9.27,GBP,1.00
07/08/17,08/08/17,10.99,CO-OP GROUP FOOD,104320,10.99,GBP,1.00
10/08/17,11/08/17,20.98,VUE BSL LTD,NTH FINCHLEY,20.98,GBP,1.00
12/08/17,14/08/17,58.35,TESCO STORE 2296,COLNEY HATCH,58.35,GBP,1.00
12/08/17,14/08/17,11.00,TEAM SPORT,LONDON N18,11.00,GBP,1.00
12/08/17,14/08/17,91.50,TEAM SPORT,LONDON N18,91.50,GBP,1.00
16/08/17,17/08/17,71.25,T G I FRIDAY'S,ENFIELD 680,71.25,GBP,1.00
22/08/17,23/08/17,32.57,VUE BSL LTD,NTH FINCHLEY,32.57,GBP,1.00
27/08/17,28/08/17,15.98,SUPERDRUG STORES PLC,WOOD GREEN,15.98,GBP,1.00
25/08/17,28/08/17,34.90,CINEWORLD WOO CP,0844 815 7747,34.90,GBP,1.00
25/08/17,28/08/17,31.98,CO-OP GROUP FOOD,104320,31.98,GBP,1.00
27/08/17,29/08/17,4.00,PRIMARK STORES LTD,WOOD GRN N22,4.00,GBP,1.00
04/08/17,07/08/17,72.00,IKEA LIMITED,WEMBLEY SACAT,72.00,GBP,1.00
16/08/17,17/08/17,6.95,PAYPAL  STORMTRADIN,35314369001,6.95,GBP,1.00
17/08/17,18/08/17,10.19,AMAZON UK MARKETPLACE,800-279-6620,10.19,GBP,1.00
21/08/17,22/08/17,60.00,PAYPAL  DARRENCAVEN,35314369001,60.00,GBP,1.00
21/08/17,23/08/17,9.62,CREATIVEMARKET.COM,4153563291,12.00,USD,1.25
23/08/17,24/08/17,9.25,AMZ BUY WHOLE FOODS,AMZN.COM/PMTS,9.25,GBP,1.00
25/08/17,28/08/17,59.16,PAYPAL  TROPHIESPLU,35314369001,59.16,GBP,1.00
25/08/17,28/08/17,275.03,NET WORLD SPORTS,INTERNET,275.03,GBP,1.00
25/08/17,28/08/17,-9.25,AMZ BUY WHOLE FOODS,AMAZON.CO.UK,-9.25,GBP,1.00
31/08/17,01/09/17,10.00,FACEBK DVK8ACJP32,FB.ME/ADS,10.00,GBP,1.00
31/08/17,01/09/17,177.00,ADOBE  CREATIVE CLOUD,800-833-6687,177.00,GBP,1.00
03/08/17,04/08/17,16.48,ARGOS RETAIL GROUP,INTERNET,16.48,GBP,1.00
03/08/17,07/08/17,28.38,PAYPAL  AMANIA,35314369001,28.38,GBP,1.00
03/08/17,07/08/17,5.99,PAYPAL  THESTICKERS,35314369001,5.99,GBP,1.00
03/08/17,07/08/17,4.98,PAYPAL  LATEKASLAVI,35314369001,4.98,GBP,1.00
03/08/17,07/08/17,54.99,PAYPAL  EKLINGMARKE,35314369001,54.99,GBP,1.00
03/08/17,07/08/17,12.89,PAYPAL  PREFIXSOLUT,35314369001,12.89,GBP,1.00
03/08/17,07/08/17,2.18,PAYPAL  SHENZHENSHI,35314369001,2.18,GBP,1.00
03/08/17,07/08/17,37.47,PAYPAL  FELDMANPOWE,35314369001,37.47,GBP,1.00
03/08/17,07/08/17,14.99,PAYPAL  DIRECTSALES,35314369001,14.99,GBP,1.00
07/08/17,08/08/17,213.90,ARGOS LTD,NORTH FINCHLE,213.90,GBP,1.00
07/08/17,08/08/17,12.70,GLOTECH,NORTH FINCHLE,12.70,GBP,1.00
09/08/17,10/08/17,6.45,POST OFFICE COUNTER,LONDON,6.45,GBP,1.00
16/08/17,17/08/17,75.50,HM PASSPORT OFFICE,DURHAM,75.50,GBP,1.00
22/08/17,23/08/17,2.08,POSTOFFICE SELFSERVICE,LONDON,2.08,GBP,1.00
23/08/17,24/08/17,150.00,WWW.LBORO.AC.UK,01509 222027,150.00,GBP,1.00
24/08/17,25/08/17,359.98,CURRYS,STAPLES CRNER,359.98,GBP,1.00
28/08/17,29/08/17,70.92,COMPARE THE MAN AND VA,447403843165,70.92,GBP,1.00
29/08/17,31/08/17,189.99,WWW.ARGOS.CO.UK,INTERNET,189.99,GBP,1.00
09/08/17,10/08/17,5.00,GIFFGAFF.COM,ONLINE STORE,5.00,GBP,1.00
28/08/17,29/08/17,5.00,GIFFGAFF.COM,ONLINE STORE,5.00,GBP,1.00
09/08/17,10/08/17,14.49,WWW.RYMAN.CO.UK,INTERNET,14.49,GBP,1.00
09/08/17,11/08/17,11.50,TFL ROAD CHARGE,0343 222 2222,11.50,GBP,1.00
14/08/17,16/08/17,11.50,TFL ROAD CHARGE,0343 222 2222,11.50,GBP,1.00
22/08/17,24/08/17,167.69,AA MEMBERSHIP,BASINGSTOKE,167.69,GBP,1.00
03/08/17,04/08/17,100.00,FLIP OUT BRENT CRO,LONDON,100.00,GBP,1.00
04/08/17,07/08/17,468.00,WWW.WESTMINSTER-BRIEFI,LONDON  SW1H,468.00,GBP,1.00
18/08/17,21/08/17,649.05,E RUSSUM & SONS LTD,ROTHERHAM,649.05,GBP,1.00
21/08/17,22/08/17,57.60,PARTRIDGE & PRINT,WELLINGBOROUG,57.60,GBP,1.00
03/08/17,04/08/17,105.72,WICKES BUILDING,WATFORD,105.72,GBP,1.00
07/08/17,08/08/17,18.00,VIRTUAL COLLEGE LIMITE,ILKLEY,18.00,GBP,1.00
07/08/17,08/08/17,19.28,SAINSBURYS SACAT 0637,HENDON,19.28,GBP,1.00
15/08/17,16/08/17,139.84,HERTFORDSHRE COUNTY,HERTFORD,139.84,GBP,1.00
15/08/17,16/08/17,22.82,AMAZON UK MARKETPLACE,800-279-6620,22.82,GBP,1.00
21/08/17,22/08/17,23.13,AMAZON UK MARKETPLACE,800-279-6620,23.13,GBP,1.00
21/08/17,22/08/17,7.58,AMAZON UK MARKETPLACE,800-279-6620,7.58,GBP,1.00
21/08/17,22/08/17,2.49,AMAZON.CO.UK,AMAZON.CO.UK,2.49,GBP,1.00
22/08/17,23/08/17,31.42,SAINSBURYS 0637,HENDON,31.42,GBP,1.00
24/08/17,25/08/17,2.00,SAINSBURYS SACAT 0637,HENDON,2.00,GBP,1.00
25/08/17,28/08/17,58.34,WATERCOOLER,442088335555,58.34,GBP,1.00
25/08/17,28/08/17,117.05,BT PAY BY PHONE,DURHAM,117.05,GBP,1.00
30/08/17,31/08/17,11.98,ASDA SUPERSTORE,WATFORD,11.98,GBP,1.00
31/08/17,01/09/17,118.80,WWW.NETSECRETS.CO.UK,INTERNET,118.80,GBP,1.00
31/08/17,01/09/17,36.00,VIRTUAL COLLEGE LIMITE,ILKLEY,36.00,GBP,1.00
31/08/17,01/09/17,90.00,VIRTUAL COLLEGE LIMITE,ILKLEY,90.00,GBP,1.00
25/08/17,28/08/17,6.27,CO-OP GROUP FOOD,104320,6.27,GBP,1.00
28/08/17,29/08/17,13.79,TESCO STORES 5474,FISHGUARD,13.79,GBP,1.00
28/08/17,29/08/17,9.55,MCDONALDS,SWANSEA,9.55,GBP,1.00
29/08/17,30/08/17,19.99,CURRYS S/S,HAVERFORDWEST,19.99,GBP,1.00
29/08/17,30/08/17,9.87,POUNDSTRETCHER 717,HAVERFORDWEST,9.87,GBP,1.00
29/08/17,30/08/17,20.00,WEST WALES KARTING,HAVERFORDWEST,20.00,GBP,1.00
30/08/17,31/08/17,12.85,CRESSWELL'S,FISHGUARD,12.85,GBP,1.00
31/08/17,01/09/17,33.70,SOMETHING COOKING,01348840621,33.70,GBP,1.00
31/08/17,01/09/17,28.00,WEST WALES KARTING,HAVERFORDWEST,28.00,GBP,1.00
04/08/17,07/08/17,28.04,SPORTSDIRECT 380,08443325380,28.04,GBP,1.00
04/08/17,07/08/17,3.50,PRIMARK STORES LTD,WOOD GRN N22,3.50,GBP,1.00
04/08/17,07/08/17,12.10,PRIMARK STORES LTD,WOOD GRN N22,12.10,GBP,1.00
04/08/17,07/08/17,14.78,SPICE OF LIFE,BARNET,14.78,GBP,1.00
10/08/17,11/08/17,8.40,COSTA COFFEE,EDGWARE,8.40,GBP,1.00
17/08/17,18/08/17,163.03,SAINSBURYS 0513,NTH FINCHLEY,163.03,GBP,1.00
21/08/17,22/08/17,22.94,WICKES,LONDON,22.94,GBP,1.00
25/08/17,28/08/17,8.00,WILLIAM CHANNON,LONDON,8.00,GBP,1.00
29/08/17,30/08/17,23.52,HOMEBASE LTD 024,LONDON  N11,23.52,GBP,1.00
30/08/17,31/08/17,15.96,WICKES,LONDON,15.96,GBP,1.00
08/08/17,09/08/17,39.00,TOP GOLF WATFORD,WATFORD,39.00,GBP,1.00
09/08/17,10/08/17,19.76,MCDONALDS,LONDON  N11,19.76,GBP,1.00
08/08/17,10/08/17,8.00,TOP GOLF,WATFORD,8.00,GBP,1.00
08/08/17,10/08/17,13.25,TOP GOLF,WATFORD,13.25,GBP,1.00
13/08/17,14/08/17,79.97,HARVESTER BARNET,0208 4419696,79.97,GBP,1.00
17/08/17,18/08/17,36.00,CHESSINGTON WORLD,CHESSINGTON,36.00,GBP,1.00
17/08/17,18/08/17,39.05,CHESSINGTON WRLD A,CHESSINGTON,39.05,GBP,1.00
17/08/17,18/08/17,136.00,CHESSINGTON WORLD,CHESSINGTON,136.00,GBP,1.00
17/08/17,18/08/17,5.00,LUL TICKET MACHINE,ARNOS GROVE,5.00,GBP,1.00
17/08/17,18/08/17,5.00,LUL TICKET MACHINE,ARNOS GROVE,5.00,GBP,1.00
17/08/17,18/08/17,5.00,LUL TICKET MACHINE,ARNOS GROVE,5.00,GBP,1.00
19/08/17,21/08/17,67.74,T G I FRIDAY'S,ENFIELD 680,67.74,GBP,1.00
18/08/17,21/08/17,33.39,TESCO STORE 2296,COLNEY HATCH,33.39,GBP,1.00
21/08/17,22/08/17,10.85,AMF BOWLING,LONDON  N12,10.85,GBP,1.00
21/08/17,22/08/17,56.80,AMFBOWLING.CO.UK,01442 840200,56.80,GBP,1.00
21/08/17,22/08/17,14.25,MCDONALDS,LONDON  N12,14.25,GBP,1.00
06/08/17,07/08/17,5.00,TESCO STORES 2729,GOLDERS GREEN,5.00,GBP,1.00
13/08/17,15/08/17,64.13,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,64.13,GBP,1.00
17/08/17,18/08/17,77.70,AMAZON EU,AMAZON.CO.UK,77.70,GBP,1.00
08/08/17,09/08/17,405.25,TRAVELODGE,THAME,405.25,GBP,1.00
09/08/17,10/08/17,161.79,COMPARE THE MAN AND VA,447534676543,161.79,GBP,1.00
11/08/17,14/08/17,65.00,PP EPENNY,LONDON,65.00,GBP,1.00
11/08/17,14/08/17,34.99,ARGOS RETAIL GROUP,INTERNET,34.99,GBP,1.00
14/08/17,15/08/17,84.11,ARGOS RETAIL GROUP,INTERNET,84.11,GBP,1.00
24/08/17,25/08/17,39.99,ARGOS RETAIL GROUP,INTERNET,39.99,GBP,1.00
24/08/17,25/08/17,136.93,ARGOS RETAIL GROUP,INTERNET,136.93,GBP,1.00
24/08/17,25/08/17,90.00,RELATE LONDON NORTH WE,HARROW,90.00,GBP,1.00
24/08/17,28/08/17,186.94,WWW.ARGOS.CO.UK,INTERNET,186.94,GBP,1.00
30/08/17,01/09/17,139.87,WWW.ARGOS.CO.UK,INTERNET,139.87,GBP,1.00
11/08/17,14/08/17,"1,433.88",PAYPAL  METAPHYSICA,35314369001,"1,433.88",GBP,1.00
11/08/17,14/08/17,140.00,BARNET GOLF LTD,LONDON  NW4,140.00,GBP,1.00
16/08/17,17/08/17,95.40,VUE BSL LTD,LONDON,95.40,GBP,1.00
19/08/17,21/08/17,300.00,HOBBYCRAFT LTD,BOREHAMWOOD,300.00,GBP,1.00
04/08/17,07/08/17,8.00,TESCO STORE 2467,ENFIELD,8.00,GBP,1.00
11/08/17,14/08/17,21.08,VUE BSL LTD,LONDON,21.08,GBP,1.00
11/08/17,14/08/17,117.37,TESCO STORES 6440,LONDON EN8,117.37,GBP,1.00
14/08/17,15/08/17,52.98,ARGOS RETAIL GROUP,INTERNET,52.98,GBP,1.00
16/08/17,17/08/17,176.23,TESCO STORES 6440,LONDON EN8,176.23,GBP,1.00
16/08/17,18/08/17,783.88,PREMIER INN,GLASGOW,783.88,GBP,1.00
19/08/17,21/08/17,-52.98,ARGOS LTD,ENFIELD,-52.98,GBP,1.00
18/08/17,21/08/17,139.96,TESCO STORES 6440,LONDON EN8,139.96,GBP,1.00
21/08/17,22/08/17,93.43,WWW.CICSLIMITED.CO.UK,INTERNET,93.43,GBP,1.00
21/08/17,22/08/17,155.66,TESCO STORES 6440,LONDON EN8,155.66,GBP,1.00
22/08/17,23/08/17,8.79,TESCO STORE 2467,ENFIELD,8.79,GBP,1.00
22/08/17,23/08/17,75.00,ASDA SUPERSTORE,S'GATE CIRCUS,75.00,GBP,1.00
23/08/17,24/08/17,137.88,DOMESTIC & GENERAL,08444 810500,137.88,GBP,1.00
24/08/17,25/08/17,100.56,MAKRO SELF SERVICE ENF,MIDDLESEX,100.56,GBP,1.00
25/08/17,28/08/17,129.20,TESCO STORES 6440,LONDON EN8,129.20,GBP,1.00
23/08/17,28/08/17,74.30,SKY SUBSCRIPTION,08442411653,74.30,GBP,1.00
28/08/17,29/08/17,158.00,TESCO STORES 6440,LONDON EN8,158.00,GBP,1.00
03/08/17,04/08/17,309.60,WWW.TEACHERBOARDS.CO.U,SKIPTON,309.60,GBP,1.00
04/08/17,07/08/17,29.50,TESCO STORES 6440,LONDON EN8,29.50,GBP,1.00
03/08/17,07/08/17,20.55,TRAINLINE,LONDON,20.55,GBP,1.00
09/08/17,10/08/17,124.00,PP TOTAL BOXER,LONDON,124.00,GBP,1.00
17/08/17,18/08/17,186.00,NETWORK VENTURES LIMIT,LONDON SE13,186.00,GBP,1.00
24/08/17,25/08/17,49.30,TESCO STORES 6440,LONDON EN8,49.30,GBP,1.00
25/08/17,28/08/17,71.20,TL&GN RAILWAY WEB,LONDON,71.20,GBP,1.00
29/08/17,30/08/17,36.00,SELSEY TOWN COUNCIL,CHICHESTER,36.00,GBP,1.00
30/08/17,31/08/17,138.00,TESCO STORE 2296,COLNEY HATCH,138.00,GBP,1.00
30/08/17,31/08/17,36.54,TESCO STORE 2544,FINCHLEY,36.54,GBP,1.00
30/08/17,31/08/17,70.00,THE COAST YARD SELSEY,CHICHESTER,70.00,GBP,1.00
11/08/17,14/08/17,40.00,HMCOURTS-SERVICE.G,0845940111,40.00,GBP,1.00
16/08/17,17/08/17,60.00,HMCOURTS-SERVICE.G,08459400111,60.00,GBP,1.00
07/08/17,08/08/17,156.60,AMAZON UK MARKETPLACE,800-279-6620,156.60,GBP,1.00
12/08/17,14/08/17,36.56,AMAZON EU,AMAZON.CO.UK,36.56,GBP,1.00
12/08/17,14/08/17,36.56,AMAZON EU,AMAZON.CO.UK,36.56,GBP,1.00
11/08/17,14/08/17,459.98,SCREWFIX,NEW SOUTHGATE,459.98,GBP,1.00
11/08/17,14/08/17,112.01,AMAZON EU,AMAZON.CO.UK,112.01,GBP,1.00
15/08/17,16/08/17,31.46,AMAZON UK MARKETPLACE,800-279-6620,31.46,GBP,1.00
15/08/17,16/08/17,59.98,AMAZON UK MARKETPLACE,800-279-6620,59.98,GBP,1.00
16/08/17,17/08/17,42.36,AMAZON UK MARKETPLACE,800-279-6620,42.36,GBP,1.00
15/08/17,17/08/17,23.99,AMAZON.CO.UK,AMAZON.CO.UK,23.99,GBP,1.00
03/08/17,04/08/17,389.97,WWW.ARGOS.CO.UK,INTERNET,389.97,GBP,1.00
03/08/17,04/08/17,95.98,WWW.ARGOS.CO.UK,INTERNET,95.98,GBP,1.00
04/08/17,07/08/17,463.99,ARGOS RETAIL GROUP,INTERNET,463.99,GBP,1.00
07/08/17,08/08/17,327.98,DREAMS LTD,HIGH WYCOMBE,327.98,GBP,1.00
08/08/17,09/08/17,103.51,COMPARE THE MAN AND VA,447534676543,103.51,GBP,1.00
08/08/17,09/08/17,358.00,IKEA ONLINE,SHOP ONLINE,358.00,GBP,1.00
07/08/17,09/08/17,85.93,WWW.ARGOS.CO.UK,INTERNET,85.93,GBP,1.00
09/08/17,10/08/17,14.08,CO-OP GROUP FOOD,104162,14.08,GBP,1.00
10/08/17,11/08/17,52.25,TRAVELODGE,THAME,52.25,GBP,1.00
18/08/17,21/08/17,58.00,JET2.COM  7980031425384,LEEDS,58.00,GBP,1.00
21/08/17,22/08/17,202.96,WYNVR.CO.UK HOL ACCOM,BARNOLDSWICK,202.96,GBP,1.00
22/08/17,23/08/17,12.99,AMAZON UK MARKETPLACE,800-279-6620,12.99,GBP,1.00
24/08/17,25/08/17,566.50,RICK'S TRAVEL,HIGH WYCOMBE,566.50,GBP,1.00
24/08/17,25/08/17,6.99,AMAZON UK MARKETPLACE,800-279-6620,6.99,GBP,1.00
30/08/17,31/08/17,139.99,SIMPLEHUMAN LTD,441491875974,139.99,GBP,1.00
31/08/17,01/09/17,5.01,AMAZON UK MARKETPLACE,800-279-6620,5.01,GBP,1.00
31/08/17,01/09/17,5.01,AMAZON UK MARKETPLACE,800-279-6620,5.01,GBP,1.00
04/08/17,07/08/17,34.46,SAINSBURYS 0513,NTH FINCHLEY,34.46,GBP,1.00
04/08/17,07/08/17,137.28,SAINSBURYS 0513,NTH FINCHLEY,137.28,GBP,1.00
07/08/17,08/08/17,160.33,SAINSBURYS TO YOU 0444,ENFIELD,160.33,GBP,1.00
09/08/17,10/08/17,41.24,ASDA SUPERSTORE,S'GATE CIRCUS,41.24,GBP,1.00
11/08/17,14/08/17,163.63,SAINSBURYS TO YOU 0444,ENFIELD,163.63,GBP,1.00
14/08/17,15/08/17,143.63,SAINSBURYS TO YOU 0444,ENFIELD,143.63,GBP,1.00
25/08/17,28/08/17,6.56,AMAZON EU,AMAZON.CO.UK,6.56,GBP,1.00
28/08/17,29/08/17,189.25,SAINSBURYS TO YOU 0444,ENFIELD,189.25,GBP,1.00
30/08/17,31/08/17,35.49,ASDA SUPERSTORE,S'GATE CIRCUS,35.49,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
16/08/17,17/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
17/08/17,18/08/17,461.25,FMG SUPPORT (RRRM) HA,HUDDERSFIELD,461.25,GBP,1.00
22/08/17,23/08/17,299.99,MAPLIN ENFIELD EN2,ENFIELD EN2,299.99,GBP,1.00
22/08/17,23/08/17,37.96,SCREWFIX,NEW SOUTHGATE,37.96,GBP,1.00
22/08/17,23/08/17,101.70,HUNTER VEHICLES,ENFIELD,101.70,GBP,1.00
23/08/17,24/08/17,27.12,BUILDER DEPOT LTD,LONDON  N11,27.12,GBP,1.00
25/08/17,28/08/17,173.00,ENFORCEMENT AGENT,HARROW,173.00,GBP,1.00
29/08/17,30/08/17,242.50,DVLA VEHICLE TAX,0300 1234321,242.50,GBP,1.00
30/08/17,31/08/17,320.00,POST OFFICE COUNTER,LONDON,320.00,GBP,1.00
30/08/17,31/08/17,607.50,POST OFFICE COUNTER,LONDON,607.50,GBP,1.00
31/08/17,01/09/17,202.50,POST OFFICE COUNTER,LONDON,202.50,GBP,1.00
04/08/17,07/08/17,11.00,TESCO STORE 2544,FINCHLEY,11.00,GBP,1.00
04/08/17,07/08/17,20.00,OYSTER AUTOTOPUP,0343 2221234,20.00,GBP,1.00
10/08/17,11/08/17,6.70,TESCO STORES 2544,FINCHLEY,6.70,GBP,1.00
